"Octreotide Acetate,2.052-2.508"
"Ofloxacin (Ophthalmic),35.91-43.89"
"Ofloxacin (Oral & Injection),7.542-9.218"
"Ofloxacin + Clotrimazole + Beclomethasone + Lidocaine,6.156-7.524"
"Olanzapine,1.71-2.09"
"Olaparib,6.498-7.942"
"Olmesartan Medoxomil,6.5205-7.9695"
"Olmesartan Medoxomil + Hydrochlorothiazide,43.434-53.086"
"Olopatadine Hydrochloride (Nasal Spray),42.75-52.25"
"Olopatadine Hydrochloride (Ophthalmic),53.01-64.79"
"Omalizumab,56.43-68.97"
"Omega-3 Acid Ethyl Esters [Salmon Fish Oil],15.75-19.25"
"Omeprazole,4.104-5.016"
"Omeprazole (MUPS tablet),19.494-23.826"
"Ondansetron,1.368-1.672"
"Oral Cholera Vaccine,2.223-2.717"
"Oral Polio Vaccine,6.291-7.689"
"Oral Rehydration Salt [Flavored],3.249-3.971"
"Oral Rehydration Salt [Powder],86.526-105.754"
"Oral Rehydration Salt [Rice Based],109.728-134.112"
"Orlistat,12.663-15.477"
"Ornidazole,61.731-75.449"
"Oseltamivir,222.3-271.7"
"Osimertinib,109.44-133.76"
"Ospemifene,27.36-33.44"
"Oxaliplatin,19.494-23.826"
"Oxaprozin,3.6-4.4"
"Oxazepam,35.406-43.274"
"Oxcarbazepine,12.663-15.477"
"Oxiconazole Nitrate,6.84-8.36"
"Oxybuprocaine Hydrochloride,20.52-25.08"
"Oxymetazoline Hydrochloride (Cream),85.5-104.5"
"Oxymetazoline Hydrochloride (Nasal Preparation),10.26-12.54"
"Oxymorphone Hydrochloride,1.71-2.09"
"Oxyphenonium Bromide,2.3085-2.8215"
"Oxytetracycline,2.1195-2.5905"
"Oxytetracycline + Polymixin B Sulphate,5.13-6.27"
"Oxytocin,5.13-6.27"
"Ozenoxacin,37.62-45.98"
"Paclitaxel,30.78-37.62"
"Padimate O + Avobenzone + Oxybenzone + Titanium dioxide,157.32-192.28"
"Palbociclib,6.156-7.524"
"Paliperidone,52.668-64.372"
"Paliperidone Palmitate,34.2-41.8"
"Palonosetron,68.913-84.227"
"Panax Ginseng,5.814-7.106"
"Pancreatin,1.197-1.463"
"Pancuronium Bromide,1.368-1.672"
"Pantoprazole Sodium Sesquihydrate,1.71-2.09"
"Paracetamol,34.371-42.009"
"Paracetamol (IV Infusion),35.064-42.856"
"Paracetamol + Caffeine,4.1625-5.0875"
"Paracetamol + Tramadol Hydrochloride,15.39-18.81"
"Parecoxib,29.1195-35.5905"
"Paricalcitol,10.953-13.387"
"Paroxetine Hydrochloride,70.4655-86.1245"
"Patrangasav,136.8-167.2"
"Pazopanib Hydrochloride,1.368-1.672"
"Pechish,6.2865-7.6835"
"Pefloxacin Mesylate Dihydrate,3.987-4.873"
"Pegfilgrastim [Pegylated Filgrastim],0.378-0.462"
"Peginterferon alfa-2a [Pegylated Interferon alfa-2a],0.2745-0.3355"
"Pegylated Erythropoietin,34.3035-41.9265"
"Pembrolizumab,205.2-250.8"
"Pemetrexed,37.62-45.98"
"Pemirolast Potassium,4.923-6.017"
"Penitab,1.845-2.255"
"Pentazocine Hydrochloride,14.022-17.138"
"Pentosan Polysulfate Sodium,18.846-23.034"
"Pentoxifylline,4.806-5.874"
"Peppermint Oil,10.602-12.958"
"Perampanel,13.68-16.72"
"Perindopril Arginine,10.26-12.54"
"Perindopril Arginine + Amlodipine,349.182-426.778"
"Peritoneal Dialysis solutions,352.26-430.54"
"Permethrin,39.33-48.07"
"Permethrin + Crotamiton,25.308-30.932"
"Pertuzumab,5.13-6.27"
"Pethidine Hydrochloride,34.542-42.218"
"Pheniramine Maleate,34.362-41.998"
"Phenobarbital,34.407-42.053"
"Phenoxymethyl Penicillin [Penicillin V],34.6635-42.3665"
"Phenytoin Sodium,2.052-2.508"
"Phospholipids,4.239-5.181"
"Phytomenadione (Injection),5.814-7.106"
"Phytomenadione (Oral),8.55-10.45"
"Pilocarpine Hydrochloride (Ophthalmic),5.13-6.27"
"Pilocarpine Hydrochloride (Oral),6.84-8.36"
"Pimavanserin,10.26-12.54"
"Pimecrolimus,8.55-10.45"
"Pioglitazone,6.8625-8.3875"
"Pioglitazone + Glimepiride,8.208-10.032"
"Pioglitazone + Metformin Hydrochloride,3.42-4.18"
"Pipecuronium Bromide,2.223-2.717"
"Piperacillin + Tazobactam,34.9695-42.7405"
"Piracetam,44.802-54.758"
"Pirfenidone,18.828-23.012"
"Pitavastatin Calcium,9.576-11.704"
"Pivmecillinam,6.5655-8.0245"
"Pizotifen,30.078-36.762"
"Polyethylene Glycol,32.49-39.71"
"Polyethylene Glycol + Propylene Glycol,35.91-43.89"
"Polyethylene Glycol 3350 + Electrolytes,173.565-212.135"
"Polygeline + Electrolytes,171171-209209"
"Polymyxin B Sulfate,171000.171-209000.209"
"Polysaccharide Diphtheria Toxoid Conjugate Vaccine,0.342-0.418"
"Polysaccharide Pneumococcal Vaccine,224.73-274.67"
"Ponatinib Hydrochloride,68.742-84.018"
"Posaconazole,102.6-125.4"
"Potassium Chloride,3.636-4.444"
"Potassium Citrate,71.82-87.78"
"Potassium Citrate + Citric Acid,119.7-146.3"
"Povidone Iodine,0.684-0.836"
"Pralidoxime Chloride,2.4075-2.9425"
"Pramipexole,7.8705-9.6195"
"Pramoxine Hydrochloride + Calamine,75.24-91.96"
"Prasarani Sandhan,76.95-94.05"
"Prasugrel Hydrochloride,11.349-13.871"
"Prazosin Hydrochloride,34.884-42.636"
"Precipitated Sulpher + Salicylic Acid,51.3-62.7"
"Prednisolone,1.89-2.31"
"Prednisolone + Neomycin Sulphate + Polymixin B Sulphate,3.42-4.18"
"Prednisolone Acetate,35.91-43.89"
"Pregabalin,2.907-3.553"
"Primaquine Phosphate,17.3115-21.1585"
"Proanthocyanidins,25.65-31.35"
"Probiotic Combination [10 Billion],25.65-31.35"
"Probiotic Combination [14 strains],34.2-41.8"
"Probiotic Combination [2.3 Billion],20.52-25.08"
"Probiotic Combination [20 Billion],18.81-22.99"
"Probiotic Combination [3.2 Billion],23.94-29.26"
"Probiotic Combination [4 Billion],9.918-12.122"
"Probiotic Combination [9 Billion],9.918-12.122"
"Procaine Penicillin + Benzyl Penicillin,1.71-2.09"
"Prochlorperazine Maleate,0.7875-0.9625"
"Procyclidine Hydrochloride,24.9165-30.4535"
"Progesterone (Capsule),22.23-27.17"
"Progesterone (Vaginal Pessary),133.038-162.602"
"Progesterone (Vaginal Gel),158.688-193.952"
"Promethazine Hydrochloride,0.792-0.968"
"Promethazine Hydrochloride (Injection),0.5355-0.6545"
"Promethazine Theoclate,5.3235-6.5065"
"Propafenone Hydrochloride,7.875-9.625"
"Propantheline Bromide,3.87-4.73"
"Proparacaine Hydrochloride,10.26-12.54"
"Propofol,7.6995-9.4105"
"Propranolol Hydrochloride,3.591-4.389"
"Propylthiouracil,4.446-5.434"
"Protamine Crystallised Insulin Aspart,2.052-2.508"
"Protein,16.416-20.064"
"Prucalopride Succinate,38.817-47.443"
"Pseudoephedrine + Guaiphenasine + Triprolidine,34.884-42.636"
"Pseudoephedrine Hydrochloride,1.368-1.672"
"Psyllium [Ispaghula Husk] + Senna Extract,36.594-44.726"
"Pumpkin [Cucurbita pepo],5.814-7.106"
"Pyrantel Pamoate,9.1485-11.1815"
"Pyridostigmine Bromide,41.724-50.996"
"Pyridoxine Hydrochloride,3.1995-3.9105"
"Pyridoxine Hydrochloride + Doxylamine Succinate,9.063-11.077"
"Quetiapine Fumarate,4.5135-5.5165"
"Quinine Sulfate,2.349-2.871"
"Qurs Mulayin [Scammony,2.736-3.344"
"Rabeprazole + Amoxicillin + Clarithromycin,4.788-5.852"
"Rabeprazole Sodium,342.855-419.045"
"Rabies Immunoglobulin,342.855-419.045"
"Rabies Vaccine,11.115-13.585"
"Racecadotril,2.223-2.717"
"Racepinephrine,12.141-14.839"
"Ramelteon,16.7715-20.4985"
"Ramipril,3.438-4.202"
"Ramipril + Hydrochlorothiazide,35.91-43.89"
"Ramucirumab,34.2765-41.8935"
"Ranibizumab,34.2765-41.8935"
"Ranitidine Hydrochloride,5.7555-7.0345"
"Ranolazine,12.312-15.048"
"Rasagiline,30.78-37.62"
"Recombinant Follicle Stimulating Hormone (rFSH),34.884-42.636"
"Red Clover [Trifolium Pratense],13.338-16.302"
"Red Clover Isoflavones,8.208-10.032"
"Regorafenib,187.8705-229.6195"
"Rehmin,87.552-107.008"
"Relugolix,119.7-146.3"
"Remdesivir,36.252-44.308"
"Repaglinide,4.104-5.016"
"Retapamulin,3.933-4.807"
"Rhubarb + Ginger,2.565-3.135"
"Rhubarb Extract + Salicylic Acid,14.1255-17.2645"
"Ribavirin,17.1-20.9"
"Riboflavin,20.5875-25.1625"
"Rifampicin,9.693-11.847"
"Rifampicin + Isoniazid,3.2445-3.9655"
"Rifampicin + Isoniazid + Pyrazinamide,6.0255-7.3645"
"Rifampicin + Isoniazid + Pyrazinamide + Ethambutol,22.95-28.05"
"Rifaximin,113.715-138.985"
"Riluzole,277.875-339.625"
"Ringer's Lactate Solution,239.4-292.6"
"Risedronate Sodium,5.4315-6.6385"
"Risedronate Sodium + Calcium,19.7955-24.1945"
"Risperidone (Injection),42.75-52.25"
"Risperidone (Oral),3.2625-3.9875"
"Ritodrine Hydrochloride,481.545-588.555"
"Rituximab,49.59-60.61"
"Rivaroxaban,78.6105-96.0795"
"Rivastigmine Tartrate,15.561-19.019"
"Rizatriptan Benzoate,12.0375-14.7125"
"Rocuronium Bromide,8.55-10.45"
"Roflumilast,71.82-87.78"
"Rohitakarista,70.4655-86.1245"
"Ropinirole,3.078-3.762"
"Rosiglitazone + Metformin Hydrochloride,19.494-23.826"
"Rosuvastatin,2.052-2.508"
"Rotavirus Vaccine,205.542-251.218"
"Roxadustat,85.5-104.5"
"Roxithromycin,22.752-27.808"
"Rupatadine Fumarate,105.336-128.744"
"Ruxolitinib,1.0575-1.2925"
"Saccharin Sodium,5.5035-6.7265"
"Saccharomyces Boulardii,49.248-60.192"
"Sacubitril + Valsartan,24.795-30.305"
"Saffron + Mace arillus + Nutmeg fruit,18.981-23.199"
"Saffron + Sand Lizard + Nutmeg fruit,15.732-19.228"
"Salajeet [Mineral Pitch,68.4-83.6"
"Salbutamol,68.4855-83.7045"
"Salbutamol (Inhaler),136.8-167.2"
"Salbutamol + Ipratropium (Inhaler),75.24-91.96"
"Salbutamol + Ipratropium (Solution for inhalation),35.226-43.054"
"Salep + Coconut + Poppy Seeds +  Almond,68.4-83.6"
"Salicylic Acid,10.26-12.54"
"Salicylic Acid + Lactic Acid,42.75-52.25"
"Salmeterol + Fluticasone Propionate,70.11-85.69"
"Salmeterol Xinafoate,68.742-84.018"
"Salmon Calcitonin,68.742-84.018"
"Salvia Officinalis,37.62-45.98"
"S-Amlodipine Besilate (Levamlodipine),35.568-43.472"
"Sana + Revand Chini + Neem + Chirata + Tulsi,70.452-86.108"
"Sanjivani Rasayan,85.5-104.5"
"Sanoon Babla,85.5-104.5"
"Saribadyarista,75.24-91.96"
"Saw Palmetto (160 mg),8.892-10.868"
"Saw palmetto (500 mg),14.364-17.556"
"Saxagliptin,14.1795-17.3305"
"Secnidazole,54.261-66.319"
"Secukinumab,102.6-125.4"
"Selexipag,2.052-2.508"
"Semaglutide (Injection),0.171-0.209"
"Semaglutide (Tablet),0.7695-0.9405"
"Sennosides,7.2675-8.8825"
"Sertaconazole Nitrate,10.881-13.299"
"Sertraline Hydrochloride,11.1195-13.5905"
"Sesame oil + Cactus extract + Beeswax,283.86-346.94"
"Sevelamer Carbonate,27.36-33.44"
"Sevelamer Hydrochloride,95.76-117.04"
"Sevoflurane,239.4-292.6"
"Sharbat Amla,188.1-229.9"
"Sharbat Musaffi,24.966-30.514"
"Sildenafil Citrate,13.68-16.72"
"Silodosin,12.996-15.884"
"Silver Sulfadiazine,8.55-10.45"
"Silymarin [Milk thistle],8.55-10.45"
"Simethicone,6.876-8.404"
"Simvastatin,14.067-17.193"
"Sitagliptin,14.706-17.974"
"Sitagliptin + Metformin Hydrochloride,6.498-7.942"
"Snake Venom Antiserum,71.82-87.78"
"Sodium Alginate + Potassium Bicarbonate,69.4305-84.8595"
"Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,10.26-12.54"
"Sodium Bicarbonate,4.122-5.038"
"Sodium Chloride (Intravenous Solution),102.6-125.4"
"Sodium Chloride (Nasal preparation),6.84-8.36"
"Sodium Chloride (Ophthalmic Solution),3.762-4.598"
"Sodium Chloride (Tablet),2.052-2.508"
"Sodium Chloride + Dextrose,256.5-313.5"
"Sodium Chloride + Potassium Chloride + Sodium Acetate,176.13-215.27"
"Sodium Cromoglicate [2%],6.84-8.36"
"Sodium Cromoglicate [4%],44.46-54.34"
"Sodium Cromoglicate + Xylometazoline Hydrochloride,56.43-68.97"
"Sodium Dihydrogen Phosphate + Disodium Hydrogen Phosphate,56.43-68.97"
"Sodium Fluoride (Mouthwash),74.664-91.256"
"Sodium Fusidate (Oral),29.07-35.53"
"Sodium Fusidate (Topical),5.814-7.106"
"Sodium Hyaluronate (Injection),4.104-5.016"
"Sodium Hyaluronate (Ophthalmic),6.84-8.36"
"Sodium Hyaluronate + Carboxymethylcellulose Sodium,4.788-5.852"
"Sodium Hypochlorite,35.568-43.472"
"Sodium Picosulfate,58.14-71.06"
"Sodium Picosulfate + Magnesium Oxide + Citric Acid,5.472-6.688"
"Sodium Polystyrene Sulfonate,6.84-8.36"
"Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,2.034-2.486"
"Sodium Thiosulfate,34.3575-41.9925"
"Sodium Valproate,295.569-361.251"
"Sofosbuvir,120.042-146.718"
"Sofosbuvir + Velpatasvir,10.602-12.958"
"Solifenacin Succinate,5.814-7.106"
"Somatostatin,1.539-1.881"
"Somatropin,102.942-125.818"
"Sorafenib Tosylate,54.72-66.88"
"Sotalol Hydrochloride,12.312-15.048"
"Sparfloxacin,4.788-5.852"
"Spectinomycin,7.569-9.251"
"Spiramycin,13.0635-15.9665"
"Spironolactone,7.011-8.569"
"Spirulina,3.762-4.598"
"St. John’s Wort,6.156-7.524"
"Stevia Rebaudiana,6.156-7.524"
"Steviol Glycoside,1.539-1.881"
"Streptokinase,68.913-84.227"
"Sucralfate,5.472-6.688"
"Sucralose,0.8055-0.9845"
"Sucralose + Acesulfame Potassium,5.472-6.688"
"Sulconazole Nitrate,8.55-10.45"
"Sulfacetamide sodium,6.84-8.36"
"Sulfasalazine,5.148-6.292"
"Sulindac,3.0555-3.7345"
"Sulphadoxine + Pyrimethamine,2.601-3.179"
"Sulphamethoxazole + Trimethoprim,51.642-63.118"
"Sulphonated Surfactant,54.72-66.88"
"Sumatriptan,345.42-422.18"
"Sunitinib,2.052-2.508"
"Super antioxidant [vitamins & minerals],2.3085-2.8215"
"Suranjan,12.996-15.884"
"Suvorexant,9.234-11.286"
"Suxamethonium Chloride,1.368-1.672"
"Suzark [Chir Pine,2.052-2.508"
"Tabkheer,18.189-22.231"
"Tacrolimus (Oral),19.872-24.288"
"Tacrolimus (Topical),27.36-33.44"
"Tadalafil,4.446-5.434"
"Tafluprost,6.534-7.986"
"Tamoxifen Citrate,5.472-6.688"
"Tamsulosin  Hydrochloride,9.576-11.704"
"Tamsulosin Hydrochloride + Dutasteride,14.733-18.007"
"Tapentadol Hydrochloride,10.944-13.376"
"Tart Cherry,15.39-18.81"
"Tazarotene,15.39-18.81"
"Tea tree oil + Echinacea + Geothermal water,23.94-29.26"
"Tea tree oil + Geothermal water (eye),152.19-186.01"
"Tea tree oil + Geothermal water (hair & body),177.84-217.36"
"Tea Tree Oil + Geothermal Water + Vitamin E,212.04-259.16"
"Tedizolid Phosphate,70.452-86.108"
"Tegaserod,138.852-169.708"
"Teicoplanin,175.68-214.72"
"Telbivudine,114.4845-139.9255"
"Telmisartan,9.576-11.704"
"Telmisartan + Hydrochlorothiazide,6.498-7.942"
"Temazepam,225.72-275.88"
"Temozolomide,17.442-21.318"
"Tenecteplase,68.4-83.6"
"Tenofovir Alafenamide,63.27-77.33"
"Tenofovir Disoproxil Fumarate,33.1965-40.5735"
"Tenoxicam,5.472-6.688"
"Terazosin Hydrochloride,43.776-53.504"
"Terbinafine Hydrochloride,35.91-43.89"
"Terbutaline Sulfate,27.531-33.649"
"Teriparatide,30.267-36.993"
"Terlipressin Acetate,3.249-3.971"
"Testosterone Decanoate,14.2875-17.4625"
"Testosterone Undecanoate,7.182-8.778"
"Tetanus Antitoxin [Equine],12.312-15.048"
"Tetrabenazine,8.55-10.45"
"Tetracycline Hydrochloride (Ophthalmic),2.358-2.882"
"Tetracycline Hydrochloride (Oral),7.1145-8.6955"
"Tetracycline Hydrochloride (Topical),17.1-20.9"
"Thalidomide,44.46-54.34"
"Theophylline,34.65-42.35"
"Thiamine Hydrochloride,171.2385-209.2915"
"Thiopental Sodium,5.472-6.688"
"Thiotepa,39.33-48.07"
"Thymus Vulgaris Extracts,41.5755-50.8145"
"Tibolone,32.49-39.71"
"Ticagrelor,14.364-17.556"
"Ticlopidine Hydrochloride,36.594-44.726"
"Tiemonium Methylsulphate,17.784-21.736"
"Tigecycline,34.2-41.8"
"Tila Jadeed [Madar,3.42-4.18"
"Timolol Maleate,3.6765-4.4935"
"Tinidazole,21.6045-26.4055"
"Tioconazole,7.524-9.196"
"Tiotropium (Dry Powder Inhaler),22.914-28.006"
"Titanium dioxide + Butyl methoxydibenzoyl methane + Padimate + Oxybenzone,24.462-29.898"
"Tizanidine Hydrochloride,3.42-4.18"
"Tobramycin (Nebuliser Solution),3.42-4.18"
"Tobramycin (Ophthalmic),7.866-9.614"
"Tocilizumab,5.436-6.644"
"Tocotrienol + Tocopherol,32.49-39.71"
"Tofacitinib,13.68-16.72"
"Tolfenamic acid,6.156-7.524"
"Tolnaftate,3.762-4.598"
"Tolperisone + Lidocaine,4.446-5.434"
"Tolperisone Hydrochloride,6.156-7.524"
"Tolterodine Tartrate,24.624-30.096"
"Tolvaptan,27.36-33.44"
"Topiramate,2.736-3.344"
"Topotecan,5.13-6.27"
"Torasemide,3.42-4.18"
"Torsemide,12.348-15.092"
"Tramadol Hydrochloride,8.6985-10.6315"
"Tranexamic Acid,206.91-252.89"
"Trastuzumab,205.2-250.8"
"Trastuzumab Emtansine,35.226-43.054"
"Travoprost,2.052-2.508"
"Travoprost + Timolol Maleate,181.089-221.331"
"Trelagliptin Succinate,169.6725-207.3775"
"Tretinoin (Oral),85.815-104.885"
"Tretinoin (Topical),6.84-8.36"
"Triamcinolone + Neomycin + Nystatin + Gramicidin,2.052-2.508"
"Triamcinolone Acetonide (Injection),41.382-50.578"
"Triamcinolone Acetonide (Nasal Spray),44.46-54.34"
"Triamcinolone Acetonide (Topical),8.55-10.45"
"Trifarotene,6.327-7.733"
"Trifluoperazine,2.223-2.717"
"Trifluridine,18.81-22.99"
"Trihexyphenidyl Hydrochloride,3.078-3.762"
"Trimebutine Maleate,6.84-8.36"
"Trimetazidine Dihydrochloride,2.736-3.344"
"Tropicamide,1.917-2.343"
"Tropicamide + Phenylephrine + Lidocaine,1.917-2.343"
"Tropicamide + Phenylephrine Hydrochloride,4.788-5.852"
"Trospium Chloride,3.42-4.18"
"Trypan Blue,25.992-31.768"
"TTO Thermal Toothpaste,46.17-56.43"
"Tulobuterol Hydrochloride,1.026-1.254"
"Typhoid Polysaccharide Vaccine,68.571-83.809"
"Ulipristal Acetate [For emergency contraception],85.5-104.5"
"Ulipristal Acetate [For uterine fibroids],22.23-27.17"
"Undenatured Type II Collagen,15.39-18.81"
"Undenatured Type II Collagen + Glucosamine sulfate + Boswellia serrata + Boron,18.81-22.99"
"Undenatured Type II Collagen + Glucosamine Sulfate + Chondroitin Sulfate,106.02-129.58"
"Upadacitinib,78.66-96.14"
"Urea (10%),15.39-18.81"
"Urea (25%),13.68-16.72"
"Urokinase,20.52-25.08"
"Ursodeoxycholic Acid,29.4885-36.0415"
"Valacyclovir,17.1-20.9"
"Valerian Root,294.12-359.48"
"Valganciclovir,314.7345-384.6755"
"Valsartan,24.3495-29.7605"
"Valsartan + Hydrochlorothiazide,173.052-211.508"
"Vancomycin Hydrochloride,20.862-25.498"
"Vardenafil,16.074-19.646"
"Varenicline Tartrate,5.301-6.479"
"Varicella Virus Vaccine,0.4455-0.5445"
"Vaskar Laban [Piper + Zingiber + Cinnamomum],3.6945-4.5155"
"Vecuronium Bromide,6.84-8.36"
"Venetoclax,29.0925-35.5575"
"Venlafaxine Hydrochloride,4.2975-5.2525"
"Verapamil Hydrochloride,34.884-42.636"
"Vericiguat,18.81-22.99"
"Verteporfin,46.17-56.43"
"Vilanterol + Umeclidinium + Fluticasone Furoate,41.04-50.16"
"Vilanterol Trifenatate + Fluticasone Furoate,24.624-30.096"
"Vilazodone Hydrochloride,21.5685-26.3615"
"Vildagliptin,15.4125-18.8375"
"Vildagliptin + Metformin Hydrochloride,8.55-10.45"
"Vinblastine Sulfate,4.104-5.016"
"Vincristine Sulfate,17.442-21.318"
"Vinorelbine Tartrate,6.7635-8.2665"
"Vinpocetine,1.368-1.672"
"Vitamin A,69.048-84.392"
"Vitamin B complex,1.161-1.419"
"Vitamin B complex + Vitamin C,35.226-43.054"
"Vitamin B Complex + Zinc,1.368-1.672"
"Vitamin B1,68.4-83.6"
"Vitamin B12 + Elemental Iron + Folic Acid,41.04-50.16"
"Vitamin B6,2.736-3.344"
"Vitamin C,6.84-8.36"
"Vitamin C [Ascorbic acid],1.2825-1.5675"
"Vitamin C + Vitamin D3 + Folic acid,3.087-3.773"
"Vitamin C + Vitamin E,2.907-3.553"
"Vitamin D3 + Vitamin K1 + Vitamin K2,12.312-15.048"
"Vitamin E [Alpha Tocopherol Acetate],1.368-1.672"
"vitamins [C,5.472-6.688"
"Voglibose,4.104-5.016"
"Voriconazole,13.68-16.72"
"Warfarin Sodium,3.762-4.598"
"Water for injection,2.394-2.926"
"White Damar + Acacia + Bole Rubra,51.984-63.536"
"White Soft Paraffin + Liquid Paraffin,10.26-12.54"
"White soft paraffin + Liquid paraffin + Wool alcohol,6.84-8.36"
"Xylometazoline Hydrochloride,3.591-4.389"
"Yellow Fever Vaccine,13.851-16.929"
"Yohimbine Hydrochloride,19.242-23.518"
"Zafirlukast,10.2825-12.5675"
"Zaleplon,3.762-4.598"
"Zinc Orotate,3.42-4.18"
"Zinc Oxide,25.65-31.35"
"Zinc Oxide [Microfine],22.23-27.17"
"Zinc oxide + Benzyl alcohol + Benzyl benzoate + Benzyl cinnamate + Lanolin,25.65-31.35"
"Zinc oxide + Ethylhexyl Methoxycinnamate + 4-Methylbenzylidene Camphor + Butyl Methoxydibenzoylmethane,37.62-45.98"
"Zinc Oxide + Virgin Castor Oil,51.3-62.7"
"Zinc Sulfate Monohydrate,3.762-4.598"
"Ziprasidone,3.078-3.762"
"Zoledronic Acid [For hypercalcemia],35.568-43.472"
"Zoledronic Acid [For osteoporosis],42.8085-52.3215"
"Zolmitriptan,6.4845-7.9255"
"Zolpidem Tartrate,6.8265-8.3435"
"Zonisamide,8.559-10.461"
"Zopiclone,8.8785-10.8515"
"Zuclopenthixol,0.342-0.418"
